90	0	0
89.7228	0.1269	0
88.9578	0.4968	0
87.8076	1.0413	0
86.2893	1.656	0
84.3687	2.2968	0
82.0458	2.97	0
79.353	3.6711	0
76.3245	4.3812	0
72.9936	5.0859	0
69.3963	5.7663	0
65.5695	6.408	0
61.551	6.9957	0
57.3813	7.5177	0
53.1036	7.9623	0
48.7593	8.3187	0
44.3907	8.5788	0
40.041	8.7336	0
35.7498	8.7786	0
31.5576	8.7102	0
27.504	8.5275	0
23.6241	8.2296	0
19.9521	7.821	0
16.5186	7.3071	0
13.3524	6.6951	0
10.4796	5.9985	0
7.9227	5.2281	0
5.6997	4.4019	0
3.8286	3.537	0
2.3184	2.6559	0
1.1799	1.7829	0
0.4149	0.9522	0
0.0279	0.2142	0
0.0972	-0.3465	0
0.6921	-0.7794	0
1.7811	-1.1619	0
3.3327	-1.467	0
5.3316	-1.6821	0
7.7652	-1.7991	0
10.6155	-1.818	0
13.8609	-1.7388	0
17.478	-1.5678	0
21.4353	-1.314	0
25.6986	-0.9882	0
30.2292	-0.6075	0
34.9812	-0.189	0
39.9069	0.2484	0
44.9505	0.6813	0
50.0526	1.0899	0
55.1511	1.4499	0
60.1758	1.7433	0
65.0583	1.9503	0
69.7239	2.0556	0
74.0979	2.0493	0
78.1038	1.9233	0
81.6633	1.6767	0
84.6945	1.3104	0
87.0867	0.8505	0
88.7472	0.4041	0
89.6949	0.1017	0
90	0	0
