51.42136	0	0
51.26298221	0.072504118	0
50.82590065	0.283845907	0
50.16873567	0.594945135	0
49.30125733	0.946153024	0
48.2039255	1.312273107	0
46.8767402	1.69690488	0
45.33821311	2.097477274	0
43.60788435	2.503191805	0
41.70477981	2.905821054	0
39.64946806	3.294566535	0
37.46303183	3.661200832	0
35.1670681	3.996982313	0
32.7847165	4.295226201	0
30.34065925	4.549247719	0
27.85855021	4.752876305	0
25.36255739	4.901484035	0
22.87736306	4.989928774	0
20.42559262	5.015639454	0
18.03038567	4.976559221	0
15.71436762	4.87217386	0
13.49759279	4.701969158	0
11.3996013	4.468516184	0
9.437876414	4.174900218	0
7.62887297	3.82523497	0
5.987503158	3.427233644	0
4.526622321	2.987066802	0
3.256514729	2.515018718	0
2.187464654	2.020859448	0
1.324614234	1.517444334	0
0.67413403	1.018657142	0
0.23705247	0.544037989	0
0.015940622	0.122382837	0
0.055535069	-0.197972236	0
0.395430258	-0.445308978	0
1.017628714	-0.663849758	0
1.904132961	-0.838168168	0
3.046201366	-0.961065218	0
4.436634941	-1.027912986	0
6.065149412	-1.038711472	0
7.919403654	-0.993460675	0
9.986028112	-0.895760091	0
12.24702531	-0.750751856	0
14.68285513	-0.564606533	0
17.2714064	-0.34709418	0
19.9864542	-0.107984856	0
22.80074524	0.141922954	0
25.68239825	0.389259695	0
28.59747515	0.62271267	0
31.51049519	0.82839811	0
34.38134972	0.996031743	0
37.1709585	1.114300871	0
39.83664181	1.174463862	0
42.3357199	1.170864367	0
44.62448464	1.098874463	0
46.65819942	0.957979937	0
48.39007083	0.748695002	0
49.75685058	0.485931852	0
50.70557467	0.230881906	0
51.24704159	0.058106137	0
51.42136	0	0
